year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2007,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s672162588,OH,1.9,147905,white,gray,credit acceptance corp/vrs/southfield,3075,1400,Thu Apr 23 2015 02:00:00 GMT-0700 (PDT)
2007,Chevrolet,TrailBlazer,LT,suv,automatic,1gnds13s072233395,FL,4.1,84025,black,black,tmt auto wholesale inc,4775,7700,Fri Jun 19 2015 02:30:00 GMT-0700 (PDT)
2007,Chevrolet,TrailBlazer,LT,SUV,automatic,1gndt13s972242352,MA,2.5,89098,gray,gray,capital one auto finance,7000,5600,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2008,Chevrolet,TrailBlazer,LT,SUV,automatic,1gnds13s382162534,OH,3.1,96960,silver,gray,dt credit corporation,6200,6800,Thu Feb 26 2015 01:00:00 GMT-0800 (PST)
2008,Chevrolet,TrailBlazer,Fleet,SUV,automatic,1gnds13s482205021,TX,3.5,145085,silver,gray,mid atlantic finance /clearwater,2900,3200,Wed Feb 25 2015 02:05:00 GMT-0800 (PST)
2009,Chevrolet,TrailBlazer,LT,SUV,automatic,1gndt33s392102117,NE,4.1,97223,blue,gray,dm northwest inc,8100,8900,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2005,Chevrolet,TrailBlazer EXT,LS,SUV,automatic,1gnet16m356111246,PA,2.9,99101,black,gray,bergeys buick gmc,4950,5900,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2005,Chevrolet,TrailBlazer EXT,LS,SUV,automatic,1gnet16s956177296,MA,2.7,155759,black,tan,boch new to you superstore,2825,1900,Thu Mar 05 2015 10:30:00 GMT-0800 (PST)
2009,Chevrolet,Traverse,LT1,SUV,automatic,1gner23d89s157757,MD,2.8,74741,purple,black,capital one auto finance,11900,11600,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2009,Chevrolet,Traverse,LS,SUV,automatic,1gner13d89s178263,FL,3.4,104657,silver,gray,onemain rem/west financial acceptance,8775,9700,Wed Feb 25 2015 01:10:00 GMT-0800 (PST)
2009,Chevrolet,Traverse,LS,SUV,automatic,1gner13d39s178512,TX,3.2,82250,green,gray,santander consumer,9850,9800,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2009,Chevrolet,Traverse,LT1,SUV,automatic,1gner23d09s109766,TX,1.9,82317,white,gray,santander consumer,11700,8200,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2009,Chevrolet,Traverse,LTZ,SUV,automatic,1gner33d19s105666,TN,4.2,99504,silver,tan,primeritus remarketing/compass bank,12800,13600,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2010,Chevrolet,Traverse,LT2,SUV,automatic,1gnlvged6aj268623,GA,3.4,112639,burgundy,gray,tdaf remarketing,11400,8100,Tue Feb 03 2015 05:10:00 GMT-0800 (PST)
2010,Chevrolet,Traverse,LT1,SUV,automatic,1gnlvfed6as144629,MI,4.5,57017,silver,gray,ars-cpo,15250,17500,Thu Mar 05 2015 01:00:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LS,SUV,automatic,1gnkreed6bj281054,FL,3.4,77849,â€”,gray,lease plan advantage,12150,12100,Wed Feb 18 2015 07:10:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT1,SUV,NA,1gnkvged3bj247242,PA,4.2,64915,charcoal,gray,r hollenshead auto sales inc,16900,16800,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkrged5bj171124,OH,4.2,85354,black,gray,wells fargo dealer services,11900,11600,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Traverse,LT1,SUV,automatic,1gnkvged9bj388851,CA,2.8,36481,silver,gray,dtg operations inc,18650,17800,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkvged7cj292959,TN,2.9,41264,white,black,wholesale inc # 2,18800,20100,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LS,SUV,automatic,1gnkrfed0cj327940,FL,4.4,64468,silver,gray,lease plan/ray chevrolet,13650,13400,Wed Jan 28 2015 07:10:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LS,SUV,automatic,1gnkrfed5cj382092,FL,1.9,49785,gray,gray,gm financial,14900,11600,Thu Feb 12 2015 01:40:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkrjed5cj405499,MO,3.7,61088,white,tan,lease plan usa,16600,17100,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LS,SUV,NA,1gnkrfed3cj127148,PA,2.8,34527,silver,gray,fiserv/usb dealer services northstar exchange,15900,14000,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LS,SUV,automatic,1gnkrfed0cj393582,MI,4.2,23339,white,gray,credit acceptance corp/vrs/southfield,16850,17100,Thu Feb 26 2015 01:30:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LT,suv,automatic,1gnkrged2cj183054,TX,2.8,68780,silver,black,gm financial,16250,14700,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkrged6cj404154,WI,4.2,96540,white,gray,southgate leasing corp,10900,13000,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2013,Chevrolet,Traverse,LT,SUV,automatic,1gnkrgkd3dj262657,CA,4.3,42027,white,gray,"vpsi, inc",20600,19900,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2013,Chevrolet,Traverse,LS,SUV,automatic,1gnkvfkd5dj114130,PA,4.3,35272,silver,gray,gm financial leasing,19550,19600,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Traverse,LS,SUV,automatic,1gnkrfed6dj139554,MO,3.7,57168,blue,gray,lease plan usa,15650,15800,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Traverse,LS,SUV,NA,1gnkrfed0dj207623,PA,4.9,13098,blue,gray,gm financial leasing,18700,20000,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Traverse,LS,suv,automatic,1gnkrfed1dj211759,GA,4.4,51757,gray,gray,lease plan usa,16600,17100,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Traverse,LT,SUV,automatic,1gnkvgkd4dj216296,MO,2.7,49810,silver,black,the hertz corporation,22600,20700,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2014,Chevrolet,Traverse,LT,SUV,automatic,1gnkrgkd8ej363808,FL,3,10546,white,black,gm remarketing,26200,26700,Mon Feb 23 2015 05:00:00 GMT-0800 (PST)
2014,Chevrolet,Traverse,LT,SUV,automatic,1gnkvgkd5ej317333,IL,4,22820,white,black,remarketing by ge/manheim arena illinois,28000,24300,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2014,Chevrolet,Traverse,LS,SUV,automatic,1gnkvfkd5ej173566,MI,4.7,57416,gray,gray,ge fleet services for itself/servicer,17400,18300,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Traverse,LS,suv,automatic,1gnkrfed5ej220935,IL,3.6,51806,gray,gray,lease plan usa,16950,17300,Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)
2015,Chevrolet,Traverse,LT,suv,automatic,1gnkrgkd7fj120962,FL,4.9,23275,white,gray,remarketing by ge/sunrise partners inc of nw,25400,24800,Tue May 26 2015 03:25:00 GMT-0700 (PDT)
2005,Chevrolet,Uplander,Base,Minivan,automatic,1gndv03l05d275058,CA,2,112141,white,gray,ge fleet services for itself/servicer,3375,1500,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2006,Chevrolet,Uplander,LT,minivan,automatic,1gndv33l56d120184,GA,2.8,155355,gray,gray,enterprise veh exchange/rental,1750,1300,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
2007,Chevrolet,Uplander,LT,Minivan,automatic,1gndv33107d149737,MA,3.3,111729,silver,gray,capital one auto finance,4050,4100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2007,Chevrolet,Uplander,LS,Minivan,automatic,1gndv23167d176984,CA,2,134144,blue,beige,newport acceptance corp,2425,1000,Wed Feb 04 2015 03:00:00 GMT-0800 (PST)
2008,Chevrolet,Uplander,LT,Minivan,automatic,1gndv33138d111596,TN,1.9,155373,silver,gray,santander consumer,2525,1400,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2008,Chevrolet,Uplander,Cargo,Minivan,automatic,1gndv13108d211384,OH,2.4,123036,white,tan,ari,3250,3800,Thu Feb 26 2015 02:30:00 GMT-0800 (PST)
2001,Chevrolet,Venture,Plus,Minivan,automatic,1gndu03e71d101180,GA,3.4,230806,gray,gray,nalley honda,425,1100,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2003,Chevrolet,Venture,LS,minivan,automatic,1gndx03e33d171981,NC,2.7,157458,silver,gray,hendrick chrysler dodge jeep ram of concord,900,1450,Wed Jun 17 2015 07:00:00 GMT-0700 (PDT)
2003,Chevrolet,Venture,Base,minivan,automatic,1gndx03e03d166883,FL,3.2,76818,red,gray,courtesy nissan of tampa,1700,1600,Thu May 28 2015 09:20:00 GMT-0700 (PDT)
2003,Chevrolet,Venture,LT Entertainer,Minivan,automatic,1gndx13e13d187425,OH,1.9,167080,blue,gray,enterprise vehicle exchange/sharonville,800,1050,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2004,Chevrolet,Venture,LS,Minivan,automatic,1gndx03e74d122770,GA,2.3,170000,beige,tan,bellamy strickland chev gmc,1075,1900,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2011,Chevrolet,Volt,Base,Hatchback,automatic,1g1rc6e4xbu103816,PA,4.3,44462,silver,black,ge fleet services for itself/servicer,14350,14600,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1rb6e46cu102859,CA,3.8,35860,black,beige,fiserv/usb dealer services northstar exchange,13500,14500,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e47cu112142,CO,3.9,94242,gray,black,ge fleet services for itself/servicer,8500,9500,Wed Feb 25 2015 03:30:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e4xcu119733,IN,3.5,91781,gray,gray,ge fleet services for itself/servicer,8300,8900,Wed Jan 07 2015 13:30:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e40cu112483,TN,4.1,60951,gray,gray,miller motors,11700,13000,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e41cu125050,FL,4.4,53948,blue,black,northwestern chrys/j/d/ge,12350,12100,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,hatchback,automatic,1g1ra6e46cu126873,WA,3.9,46407,silver,black,ge fleet services for itself/servicer,12750,12000,Wed Jun 17 2015 05:00:00 GMT-0700 (PDT)
2012,Chevrolet,Volt,Base,hatchback,automatic,1g1rb6e40cu127787,OH,4.3,46061,gray,black,fiserv/usb dealer services northstar exchange,13000,12100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e45cu112320,IN,3.4,52205,gray,gray,ge fleet services for itself/servicer,12550,12000,Wed Jan 14 2015 05:30:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e49cu128343,NC,4.8,59320,silver,black,ge fleet services for itself/servicer,11750,12900,Tue Dec 30 2014 09:15:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,hatchback,automatic,1g1rh6e45cu121952,CA,4.5,15420,black,black,fiserv/usb dealer services northstar exchange,15400,18500,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2013,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e43du122023,WA,3.3,31464,â€”,black,ge fleet services for itself/servicer,14850,16400,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
2013,Chevrolet,Volt,Base,hatchback,automatic,1g1rh6e49du131286,CA,4.1,24338,blue,â€”,fiserv/usb dealer services northstar exchange,14850,17750,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb8bn594104,IL,3.5,37559,red,black,santander consumer,9625,9700,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2011,Chrysler,200,LX,Sedan,automatic,1c3bc4fg9bn528996,TN,2.8,112135,silver,black,santander consumer,6350,4900,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
2011,Chrysler,200,Touring,Convertible,automatic,1c3bc2eg4bn589291,CA,3.6,69323,silver,black,felix chevrolet & cadillac,7450,9250,Wed Jan 07 2015 04:15:00 GMT-0800 (PST)
2011,Chrysler,200,Touring,sedan,automatic,1c3bc1fg8bn539180,TN,1.9,68934,â€”,black,"ford motor credit company,llc",8275,6100,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb3cn188636,IL,2,34540,brown,black,ally,9700,7400,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab7cn271584,MO,3.9,57475,silver,â€”,dtg operations inc,9075,9200,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb5cn271355,CA,4.5,50308,gray,tan,wheels exchange llc,9475,10800,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg9cn180472,MO,3.8,42223,silver,black,commerce bank,10300,10500,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb1cn170572,MO,3.7,64803,silver,black,automotive solutions llc,9275,10100,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2012,Chrysler,200,Limited,sedan,automatic,1c3ccbcb3cn197187,TX,2.9,71696,silver,gray,tidewater motor credit,8850,7800,Wed Jun 17 2015 03:15:00 GMT-0700 (PDT)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab4cn318988,NC,3.2,53980,black,black,chrysler capital,9125,10400,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbag9cn170607,WI,3.8,102915,white,black,ari,7050,7100,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2012,Chrysler,200,S,Sedan,automatic,1c3ccbhg0cn170629,VA,4.6,97044,silver,black,donlen corporation,10400,9500,Thu Jan 22 2015 01:20:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Convertible,NA,1c3bcbeg3cn189045,PA,4,19781,gray,black,"chrysler group,llc",12000,13200,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb5cn104106,MO,2.5,74333,gray,black,santander consumer,8325,7700,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9cn210929,TX,1.9,68279,blue,tan,santander consumer,8575,6000,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2012,Chrysler,200,Limited,Sedan,automatic,1c3ccbcbxcn201526,FL,4.2,46703,white,beige,lease plan advantage,11000,12400,Wed Feb 11 2015 07:10:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab0cn145244,TX,3.6,50937,black,black,chrysler capital,9000,9100,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb7cn119044,AZ,1.9,71086,silver,gray,first american credit union,8500,7500,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
2012,Chrysler,200,Limited,Sedan,NA,1c3ccbcb1cn330111,NC,4.8,45159,burgundy,black,medlin buick gmc mazda,11000,11300,Tue Feb 03 2015 01:15:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg7dn659619,PA,4.2,42866,silver,black,avis corporation,11000,10600,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,sedan,automatic,1c3ccbcg7dn679416,WI,3.5,16153,gray,black,fiserv/usb dealer services northstar exchange,13500,13400,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg3dn658807,TX,3.4,55075,black,black,the hertz corporation,10200,10500,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbbxdn550026,TX,2,40418,red,brown,security service fcu (sscu),10400,7100,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg9dn526195,NC,4.5,31014,white,black,chrysler capital,12400,12300,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg2dn559914,TX,1.9,51957,white,black,santander consumer,10550,9100,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg0dn626833,OH,4.4,24095,red,tan,directions credit union,13250,14000,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb4dn764462,CA,4.3,40780,silver,black,enterprise veh exchange/rental,10600,11000,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbg4dn731540,OH,3.4,51189,silver,black,the hertz corporation,9850,9500,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab2dn614478,GA,2.7,24936,gray,tan,santander consumer,11250,10000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg2dn660077,CA,1,39546,red,black,enterprise vehicle exchange / tra / rental / tulsa,10950,10900,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,Sedan,NA,1c3ccbcg4dn751897,NJ,2,14334,black,beige,chrysler capital,13850,11000,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9dn614699,CO,4.2,23452,burgundy,black,chrysler capital,11550,12900,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb3dn721621,UT,3.4,53395,white,black,dtg operations inc,10100,9500,Wed Feb 25 2015 03:30:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg6dn586600,CA,3.4,49716,silver,black,santander consumer,11350,10400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb0dn695902,CA,1,33081,white,black,enterprise vehicle exchange / tra / rental / tulsa,11050,9200,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9dn569862,SC,3.3,18162,black,black,ricks auto marketing center south,11700,12200,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9dn714320,FL,2.7,59326,red,black,the hertz corporation,9275,9000,Tue Jun 09 2015 02:15:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb4dn516146,MO,4.3,16356,red,black,chrysler capital,11950,12700,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg6dn659190,TN,3.7,41027,â€”,black,avis corporation,11750,11600,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcgxdn506974,OH,4.6,28451,red,gray,us bank,13500,14100,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab8dn733863,NJ,4.2,39191,gold,black,enterprise veh exchange/rental,10850,11000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb4dn659131,MN,2.6,46929,gray,beige,avis corporation,9950,9700,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb7dn586708,TN,4.5,58406,black,black,"gary mathews motors, inc.",9950,10100,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9dn639022,PA,2.8,55626,gray,black,the hertz corporation,9525,7400,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbb5dn545252,FL,4.7,27059,white,black,central florida chrysler jeep dodge,11050,12000,Tue Jun 16 2015 02:10:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb2dn639637,CA,3.8,58394,silver,black,dtg operations inc,9950,9800,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2013,Chrysler,200,Limited,sedan,automatic,1c3ccbcg2dn521095,OH,4.3,16440,white,black,chrysler capital,13500,13000,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbb4dn639137,VA,3.5,58063,blue,black,dtg operations,9325,9400,Thu Jun 11 2015 02:20:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb8dn765582,FL,3.3,42862,brown,tan,enterprise veh exchange/rental,10150,10400,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbb3dn714295,VA,4.1,52000,white,black,dtg operations,9650,9600,Thu Jun 11 2015 02:20:00 GMT-0700 (PDT)
2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab0dn761589,CO,4.3,39736,gray,black,enterprise veh exchange/rental,10800,11200,Wed Mar 04 2015 03:15:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,sedan,automatic,1c3ccbbg0en171078,OR,4,27636,white,black,gm financial,12250,11000,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab1en167675,NE,4,34645,burgundy,black,avis corporation,11050,11300,Thu Feb 19 2015 03:45:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbbxen137346,TX,4.9,17628,red,black,exeter finance corp,12150,13600,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb3en171242,NC,3.8,21567,burgundy,black,chrysler capital,12700,12500,Mon Mar 02 2015 01:30:00 GMT-0800 (PST)
2014,Chrysler,200,Limited,sedan,automatic,1c3ccbcg1en183643,MI,3.6,18240,blue,black,chrysler capital,14250,14000,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9en191172,NC,3.8,3177,blue,tan,chrysler capital,13100,12500,Mon Jan 12 2015 09:30:00 GMT-0800 (PST)
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab0en197301,GA,3.7,34122,red,black,web auto special inc,11000,10500,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb2en117995,NC,4.4,25813,silver,gray,chrysler capital,12450,12500,Mon Mar 02 2015 01:30:00 GMT-0800 (PST)
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab9en235978,FL,4,17864,white,black,hertz corporation/gdp,12200,11500,Mon Jan 05 2015 04:30:00 GMT-0800 (PST)
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab0en236954,FL,4,24031,blue,black,hertz corporation/gdp,11850,12400,Mon Mar 02 2015 04:30:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb9en183542,IL,5,10367,gray,black,chrysler capital,12600,13200,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab4en205769,IN,2,29697,silver,black,enterprise vehicle exchange / tra / rental / tulsa,11300,6400,Wed Jan 21 2015 04:59:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbgxen119618,PA,4.1,30575,black,gray,tdaf remarketing,12250,12100,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab0fn574670,NE,3.6,9150,gray,black,town & country motors,15300,14700,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,sedan,automatic,1c3cccab5fn632661,FL,4,9893,white,black,hertz corporation/gdp,15300,17000,Mon Jun 08 2015 05:30:00 GMT-0700 (PDT)
2015,Chrysler,200,S,sedan,automatic,1c3cccdg3fn589364,PA,4,9424,gray,black,fca us llc,21200,23000,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2015,Chrysler,200,Limited,Sedan,NA,1c3cccab4fn584554,VA,4,14663,white,black,hertz corporation/gdp,15350,15000,Thu May 21 2015 01:50:00 GMT-0700 (PDT)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab4fn580648,NJ,1,10665,burgundy,black,enterprise veh exchange/rental,15200,7250,Wed Jan 21 2015 04:00:00 GMT-0800 (PST)
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb6fn601898,PA,5,4851,red,beige,"chrysler group,llc",16700,19800,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccag9fn516519,PA,4,14197,gray,black,pv holding inc/gdp,16900,16400,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2015,Chrysler,200,LX,sedan,automatic,1c3cccfb5fn592798,OH,4.6,1103,black,black,luxury motor car company,15200,14300,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
